,Symbol,Start,End,Label,Market.Cap,Sector,Income,Sales,Employees,price.to.earnings,Price.Earnings.to.Growth,Price.to.Sales.Ratio,Price.to.Book,Price.to.free.cash.flow,debt.to.equity,EPS..ttm.,Inst.Own,ROE,ROI,Profit.Margin,Shs.Outstand,Beta
2128,SPWH,17.68,11.91,DOWN,349618020,Consumer Discretionary,96900000,1480000000,3300,4.08,0.2,0.23,1.34,0,0.36,2.19,0,0.333,0.277,0.066,41960000,0.86
2129,SPWR,25.31,21.01,DOWN,3233774782,Technology,-108800000,1480000000,3660,0,0,2.29,8.05,0,1.32,-0.63,0.893,-0.407,-0.035,-0.105,173950000,1.8
2130,SQFT,4.13,3.87,DOWN,14845589,Real Estate,-7500000,17600000,18,0,0,0.77,0.08,0,0,-0.65,0.214,-0.065,0.006,-0.429,11800000,0
2131,SRAX,2.89,4.54,UP,43420044,Consumer Discretionary,-16200000,26700000,10,0,0,1.67,2.2,0,0.06,-0.8,0.227,-1.305,0.002,0,26080000,1.52
2132,SRCE,39.7,48.69,UP,1440472339,Finance,116200000,271500000,1130,12.05,1.21,5.1,1.69,8.73,0.13,4.7,0.748,0.134,0.204,0.428,24660000,0.99
2133,SRCL,67.49,59.51,DOWN,4100180945,Utilities,-83300000,2650000000,14550,0,0,1.68,1.89,577.15,0.72,-0.91,0,-0.036,0.011,-0.033,92100000,1.25
2134,SRDX,44.25,47.98,UP,476870250,Health Care,-12800000,97900000,389,0,0,4.61,3.57,0,0.08,-0.92,0.929,-0.096,0.031,-0.131,13930000,0.98
2135,SRGA,62.4,21.67,DOWN,20981618,Health Care,-60800000,83600000,231,0,0,0.13,0.5,0,0.49,-12.77,0.172,-2.314,-7.494,-0.705,6640000,1.87
2136,SRNE,7.07,4.9,DOWN,717448724,Health Care,-523800000,55000000,799,0,0,11.46,4.27,0,0.81,-1.53,0.347,-3.683,-1.693,0,469310000,2.17
2137,SRPT,165.29,90.59,DOWN,10022141234,Health Care,-506600000,835200000,840,0,0,10.89,12.52,0,1.52,-5.87,0.847,-0.68,-0.179,-0.607,87510000,1.09
2138,SRRK,46.92,26.05,DOWN,513308061,Health Care,-125400000,42700000,145,0,0,9.76,0.97,0,0.15,-3.26,0.8994,-0.583,-0.585,0,51640000,0.79
2139,SRTS,3.86,7.21,UP,233587301,Health Care,25100000,41000000,37,5.06,0,3.04,2.79,28.28,0,1.51,0.32,0.749,0.158,0.613,16500000,0.75
2140,SSB,71.69,80.55,UP,6860826504,Finance,459400000,1240000000,4929,14.2,1.18,5.39,1.32,27.04,0.08,6.22,0.856,0.087,0.181,0.346,75460000,0.79
2141,SSBI,11.91,15.49,UP,99676801,Finance,16100000,45600000,107,6.32,0,2.2,1.2,1.47,0.07,2.41,0.161,0.183,0.334,0.336,6690000,0.53
2142,SSKN,1.47,1.4,DOWN,28472898,Health Care,-5800000,32900000,115,0,0,0.77,1.29,0,0,-0.17,0.673,-0.236,-0.074,-0.175,34720000,1.77
2143,SSNC,70.81,82.22,UP,13170835897,Technology,693600000,5240000000,24900,18.87,2.4,2.4,2.08,10.57,1.2,2.61,0.856,0.131,0.079,0.152,254900000,1.44
2144,SSNT,3,4.44,UP,19625542,Technology,-700000,42300000,165,0,0,0.55,2.52,0,0.26,-0.15,0.113,-0.08,-0.008,-0.018,5140000,1.49
2145,SSP,15.1,19.66,UP,1186999264,Industrials,123900000,2340000000,5600,7.53,0.75,0.35,0.54,5.67,1.92,1.38,0.772,0.08,0.084,0.053,83270000,1.84
2146,SSSS,13.47,12.85,DOWN,113334644,Finance,0,1760000,9,0.45,0,62.85,0.26,0,0,8.67,0.2013,0,0,0,28330000,0
2147,SSTI,39.1,30.23,DOWN,460931896,Technology,-900000,69700000,167,0,0,6.26,8.1,0,0,-0.09,0.589,-0.02,-0.122,-0.012,12150000,1.39
2148,SSYS,20.58,24.77,UP,969223518,Technology,-68200000,656100000,2039,0,0,1.34,0.94,0,0,-1.04,0.628,-0.072,-0.064,-0.104,66570000,1.31
2149,STAA,81.59,93.67,UP,3443868595,Health Care,33600000,261700000,692,85.17,2.84,10.23,9.28,112.97,0,0.68,0.984,0.124,0.102,0.128,47890000,1.1
2150,STAB,3.5,2.24,DOWN,7251411,Health Care,-104300000,2500000,46,0,0,2.31,0,0,0,-2.3,0.062,-6.417,-7.156,0,49670000,0.99
2151,STAF,42.57,9.3,DOWN,6385444,Consumer Discretionary,-4400000,207200000,200,0.12,0,0.03,0.23,0,0.97,19.52,0.015,-0.208,0.386,-0.021,2430000,1.01
2152,STBA,24.64,31.45,UP,1478974224,Finance,0,326590000,1160,36.3,3.63,4.38,1.21,0,0.06,1.01,0.631,0,0.171,0,39080000,0.75
2153,STCN,0.78,1.45,UP,83530790,Consumer Discretionary,-25300000,286200000,3120,0,0,0.29,0,0,0,-0.41,0.471,2.541,-0.038,-0.118,59850000,0.48
2154,STEL,25.3,28.88,UP,1742413080,Finance,34500000,146400000,506,24.34,0,11.89,1.66,294.99,0,1.41,0.224,0.065,0.225,0.236,52300000,0.94
2155,STEP,38.24,41.59,UP,1833294554,Finance,141200000,987800000,840,15.13,1.63,3.13,2.21,19.46,0.08,1.91,0.89,0.184,0.491,0.143,61140000,0
2156,STGW,2.38,8.6,UP,1009519743,Consumer Discretionary,19400000,2390000000,9100,287.08,47.85,0.84,2.53,60.9,4.01,0.02,0.889,0.062,0.041,0.008,296560000,0.96
2157,STIM,10.64,4.19,DOWN,88094315,Health Care,-37000000,59300000,184,0,0,1.75,1.57,0,0.52,-1.4,0.72,-0.461,-0.229,-0.624,26790000,1.98
2158,STKL,11.19,6.83,DOWN,1210405370,Basic Materials,-4800000,886400000,1380,0,0,1.25,3.58,0,0.94,-0.04,0.625,-0.006,0.009,-0.002,107620000,1.52
2159,STKS,3.66,12.58,UP,245523496,Consumer Discretionary,25400000,311200000,243,6.71,5.59,0.53,2.37,21.03,0.34,0.75,0.398,0.405,0.42,0.082,32600000,2.29
2160,STLD,36.62,61.88,UP,16515124588,Industrials,4320000000,22750000000,10640,4.06,0.14,0.69,2.08,5.17,0.38,22.68,0.889,0.599,0.355,0.19,180260000,1.47
2161,STNE,82.67,17,DOWN,3221348465,Technology,-549700000,1740000000,15485,0,0,1.75,1.32,5.23,0.54,-1.77,0.713,-0.212,0.113,-0.316,312160000,2.14
2162,STOK,58.07,24.07,DOWN,587347764,Health Care,-96300000,6200000,102,0,0,74.67,1.87,0,0,-2.56,0,-0.419,0,0,39260000,0.69
2163,STRA,91.84,58.32,DOWN,1701326542,Consumer Discretionary,47800000,1070000000,3742,39.6,2.64,1.81,1.13,71.96,0.09,1.98,0,0.028,0.028,0.044,23800000,0.49
2164,STRL,17.88,26.22,UP,823564682,Industrials,0,1680000000,3000,18.49,1.68,0.59,3.34,0,0,1.76,0.8487,0,0,0,30230000,0
2165,STRM,1.6,1.42,DOWN,100284129,Technology,-10400000,23500000,134,0,0,3.53,2.85,0,0.35,-0.22,0.237,-0.326,-0.195,-0.443,47230000,1.09
2166,STRO,20.73,15.06,DOWN,386516352,Health Care,-134100000,53200000,242,0,0,6.81,1.65,0,0.11,-2.89,0.924,-0.556,-0.355,0,52160000,1
2167,STRR,3.09,3.04,DOWN,15383798,Health Care,-13700000,114200000,458,0,0,0.15,0.4,5.74,0.3,-1.9,0.043,-0.528,-0.242,-0.12,15380000,0.49
2168,STRS,24.16,35.6,UP,241993089,Real Estate,59000000,25500000,48,3.82,0,9.02,0.86,0,0.44,7.09,0.506,0,0.274,0,8270000,1.03
2169,STRT,47.75,36.69,DOWN,98652765,Consumer Discretionary,7100000,472300000,3373,16.82,1.12,0.22,0.62,11.03,0.06,1.8,0.815,0.051,0.042,0.02,3880000,1.05
2170,STSA,4.57,4.85,UP,164886713,Health Care,-60700000,0,25,0,0,0,1.86,0,0,-1.92,0.728,-0.645,0,0,31550000,0
2171,STTK,45.05,8.64,DOWN,111888514,Health Care,-61500000,32000000,85,0,0,2.64,0.4,0,0,-1.45,0.511,-0.245,-0.167,0,42380000,0
2172,STX,60.08,113.78,UP,10335105412,Technology,1150000000,10580000000,40000,9.75,0,0.96,99.2,11.17,51.8,5.19,0.879,4.478,0.334,0.175,214000000,1.12
2173,SUMO,26.51,13.91,DOWN,918145353,Technology,-135000000,271000000,943,0,0,2.96,2,0,0,-1.19,0.711,-0.329,-0.294,-0.498,116610000,0
2174,SUNW,4.7,3.14,DOWN,37581522,Technology,-35700000,130500000,495,0,0,0.5,0.94,0,0.01,-1.22,0.129,-0.498,-0.358,-0.274,32910000,1.68
2175,SUPN,25.14,30.03,UP,1839167073,Health Care,57500000,630100000,575,33.11,19.59,2.77,2.07,14.64,0.48,0.99,0,0.07,0.055,0.091,53430000,0.94
2176,SURF,9.13,4.86,DOWN,50082113,Health Care,-63000000,30500000,67,0,0,1.7,0.42,0,0.2,-1.29,0.557,-0.482,-0.528,0,60540000,1.71
2177,SURG,5.62,2.15,DOWN,69073325,Technology,-10700000,77800000,24,0,0,0.89,33.76,0,6.33,-1.5,0.074,0,0,-0.137,12270000,1.78
2178,SVRA,1.17,1.3,UP,143693729,Health Care,-39300000,0,22,0,0,0,1.34,0,0.2,-0.27,0.681,-0.279,0,0,152770000,0.64
2179,SWAV,102.06,179.66,UP,10508684940,Health Care,55000000,363700000,657,172.14,0,25.29,29.94,190.07,0.06,1.48,0.961,0.212,-0.005,0.151,35830000,1.03
2180,SWBI,18.18,17.73,DOWN,519541177,Consumer Discretionary,120900000,673900000,1715,4.27,0.28,0.73,1.39,0,0.11,2.55,0.603,0.347,0.485,0.179,45740000,1.03
2181,SWIR,14.36,17.38,UP,1157921408,Technology,-53200000,593300000,1007,0,0,1.9,3.99,0,0.2,-1.43,0.666,-0.18,-0.28,-0.085,38770000,1.33
2182,SWKS,150.72,155.8,UP,13849663588,Technology,1300000000,5390000000,11000,10.87,1.13,2.53,2.6,22.41,0.41,7.87,0.78,0.246,0.201,0.241,160900000,1.18
2183,SWTX,68.97,62.33,DOWN,1512601961,Health Care,-228000000,0,207,0,0,0,3.28,0,0.02,-4.67,0.964,-0.573,0,0,62400000,0
2184,SXTC,31.33,14.06,DOWN,11386354,Health Care,-5700000,2600000,88,0,0,0.73,0.04,6.36,0.12,-6.01,0.048,-0.355,-0.3,0,3610000,0.57
2185,SY,10.72,3.24,DOWN,53979207,Technology,-16400000,204100000,2085,0,0,0.26,0.17,0,0,-0.15,0.675,-0.049,-0.029,-0.081,107520000,0.64
2186,SYBT,40.57,63.4,UP,2291403120,Finance,87700000,224000000,820,23.84,2.38,9.64,2.87,50.12,0.03,3.09,0.515,0.084,0.224,0.267,29130000,0.71
2187,SYBX,2.2,2.39,UP,59596832,Health Care,-62600000,1900000,84,0,0,25.51,0.42,0,0,-0.94,0.587,-0.449,-0.413,0,72110000,1.13
2188,SYNA,97.4,287.7,UP,3557446464,Technology,257500000,1740000000,1775,13.94,0.93,2,2.76,8.04,0.78,6.33,0.993,0.229,0.124,0.148,39600000,1.42
2189,SYNH,67.36,102.83,UP,5167039611,Health Care,278100000,5420000000,26751,11.19,1.24,0.56,0.92,9.43,0.87,2.67,0.994,0.083,0.049,0.051,102600000,1.75
2190,SYPR,1.46,2.33,UP,44821393,Consumer Discretionary,300000,106700000,684,153.08,19.13,0.41,2.21,0,0.59,0.01,0.092,0.018,0.141,0.003,21720000,1.26
2191,SYRS,107.3,33,DOWN,97538556,Health Care,-109500000,25200000,124,0,0,1.02,0.73,0,1.32,-17.31,0.609,-1.536,-0.79,0,6380000,1.48
2192,SYTA,10.9,3.08,DOWN,2331649,Industrials,-18800000,5000000,27,0,0,0.75,0.15,0,0.24,-2.73,0.061,-2.517,0,0,33690000,1.46
2193,TA,30.03,51.77,UP,949517533,Energy,112000000,9350000000,14250,6.54,1.31,0.08,0.93,0,0.72,7.8,0.689,0,0.083,0,14380000,1.75
2194,TACT,7.2,10.35,UP,41125542,Technology,-6500000,44100000,118,0,0,0.86,1.23,0,0,-0.66,0.561,-0.179,-0.135,-0.149,9910000,1.78
2195,TAIT,3.13,4.02,UP,24457819,Technology,3700000,9100000,14,6.31,0,2.68,1.46,0,0,0.63,0.156,0.246,0.118,0.411,5940000,1.07
2196,TALK,10.95,1.97,DOWN,105604578,Health Care,-62900000,115500000,496,0,0,1.07,0.74,0,0,-0.41,0.674,-0.344,-0.489,-0.545,155710000,0
2197,TANH,13.3,4.75,DOWN,3648660,Industrials,-8400000,55300000,51,0,0,0.75,0.09,0,0.1,-2.15,0.199,-0.083,-0.087,-0.151,18070000,0.1
2198,TAOP,2.81,1.95,DOWN,9588335,Technology,2200000,29000000,58,4.3,0.19,0.33,0.57,0,0.43,0.14,0.004,0.211,-0.322,0.075,15320000,0.76
2199,TARA,23.86,6.54,DOWN,34592011,Health Care,-40300000,0,31,0,0,0,0.19,0,0,-3.58,0.573,-0.256,0,0,11260000,0.99
2200,TARS,41.81,24,DOWN,494647874,Health Care,-56500000,17400000,46,0,0,28,1.95,0,0.09,-2.69,0.747,-0.316,-0.073,0,24330000,0
2201,TAST,6.01,2.91,DOWN,90777655,Consumer Discretionary,-74000000,1680000000,25500,0,0,0.05,0.49,7.38,2.9,-1.47,0.272,-0.363,-0.021,-0.044,50800000,2.29
2202,TATT,4.65,6.35,UP,57051625,Industrials,-3300000,78800000,413,0,0,0.73,0.75,0,0.28,-0.37,0.665,-0.044,-0.038,-0.043,8890000,0.65
2203,TAYD,10.35,10.92,UP,44618850,Industrials,3100000,32600000,98,15.1,0,1.4,1.04,32.53,0,0.87,0.199,0.072,0.05,0.094,3500000,0.74
2204,TBBK,13.55,25.3,UP,1582455543,Finance,114600000,225700000,650,14.8,1.23,7.08,2.52,0,0.82,1.97,0.939,0.176,0.216,0.508,56800000,1.48
2205,TBK,49.11,118.95,UP,1277521851,Finance,108200000,420700000,1355,12.71,1.06,3.18,1.57,13.61,0,4.31,0.869,0.13,0.349,0.257,24230000,1.13
2206,TBLA,11.65,7.82,DOWN,424800038,Consumer Discretionary,16700000,1440000000,1800,22.5,0,0.26,0.5,14.53,0.36,0.07,0.508,0.022,-0.034,0.012,250780000,0
2207,TBLT,127.49,57.09,DOWN,26020074,Consumer Discretionary,-48300000,77000000,185,0,0,0.28,0.06,0,0,-51.96,0.026,-0.879,-0.679,-0.627,12330000,2.99
2208,TBNK,23.84,25.2,UP,188207269,Finance,17000000,60300000,260,10.99,2.75,3.14,0.72,0,0,1.88,0.453,0.067,0.192,0.282,8880000,0.56
2209,TBPH,17.53,10.98,DOWN,661813951,Health Care,-101500000,52400000,158,0,0,13.89,0,0,0,-1.36,0.994,0.298,-0.928,0,76270000,0.52
2210,TC,3.29,2.83,DOWN,167594387,Consumer Discretionary,-18600000,32000000,621,0,0,4.61,8.88,0,0.03,-0.95,0.005,-0.644,-0.554,-0.581,19320000,0.36
2211,TCBI,58.68,60.17,UP,3006926455,Finance,163100000,976500000,1751,18.06,2.26,2.99,1.11,9.33,0.36,3.2,0,0.059,0.178,0.167,49890000,1.37
2212,TCBK,35,42.68,UP,1935933537,Finance,117300000,323500000,1094,15.26,2.18,5.79,1.8,20.24,0.1,3.67,0.617,0.101,0.219,0.323,33560000,0.61
2213,TCDA,7.17,9.27,UP,18370730,Health Care,-147800000,0,57,0,0,0,0,0,0,-2.72,0.89,2.965,0,0,57830000,0.15
2214,TCFC,25.92,39.5,UP,213350231,Finance,27500000,75200000,186,8.09,0.81,2.91,1.19,7.52,0.17,4.83,0.377,0.131,0.238,0.344,5650000,0.76
2215,TCMD,46.17,19.23,DOWN,146762870,Health Care,-31100000,221800000,988,0,0,0.78,1.42,96.28,0.44,-1.56,0.878,-0.254,-0.062,-0.14,20020000,1.34
2216,TCOM,33.5,24.76,DOWN,14484396289,Consumer Discretionary,-356500000,2490000000,33732,0,0,5.77,1.08,0,0.49,-0.56,0.545,-0.024,-0.011,-0.143,647870000,0.45
2217,TCON,10.56,2.76,DOWN,34060659,Health Care,-30400000,0,19,0,0,0,10.92,0,0,-1.56,0.477,-3.383,-2.164,0,20270000,1.33
2218,TCRR,30.1,4.79,DOWN,60226021,Health Care,-114700000,0,139,0,0,0,0.22,0,0,-2.99,0.684,-0.429,0,0,38570000,1.76
2219,TCRT,2.82,1.12,DOWN,252932989,Health Care,-54200000,400000,41,0,0,505.29,4.96,0,0.61,-0.25,0.363,-1.004,-0.942,0,215000000,0.18
2220,TCX,73.17,83.07,UP,482913169,Technology,-6700000,322600000,1000,0,0,1.09,3.06,0,1.99,-0.63,0.902,-0.059,-0.038,-0.021,10770000,0.88
2221,TEAM,231.56,385.36,UP,51911255221,Technology,-614100000,2800000000,8813,0,0,11.76,92.64,40.22,3.92,-2.43,0.921,-3.342,-0.095,-0.219,254480000,0.91
2222,TECH,314.62,508.8,UP,11592447070,Health Care,271900000,1110000000,3000,47.28,4.31,10.64,7.21,46.71,0.15,6.62,0.957,0.133,0.132,0.204,39200000,1.25
2223,TEDU,14.65,1.69,DOWN,51352365,Consumer Discretionary,-27500000,348300000,11833,0,0,0.63,0,0,0,-2.42,0.012,0.133,0.311,-0.079,11250000,-0.21
2224,TELA,15.32,12.22,DOWN,171268586,Health Care,-40500000,34700000,123,0,0,3.68,0,0,0,-2.79,0.802,-2.875,-0.571,0,19160000,0
2225,TENB,52.24,56.04,UP,4539876390,Technology,-81800000,647600000,1617,0,0,6.14,14.96,38.03,1.41,-0.74,0.906,-0.348,-0.065,-0.126,111940000,1.35
2226,TENX,1.83,1.06,DOWN,3924406,Health Care,-13100000,0,8,0,0,0,0.31,0,0.01,-0.52,0.275,-2.637,0,0,25210000,1.96
2227,TER,119.19,163.72,UP,12759677027,Industrials,767200000,3310000000,5900,19.02,80.92,3.96,5.85,15.16,0.03,4.44,0,0.393,0.384,0.294,159560000,1.5
2228,TESS,6.62,6.39,DOWN,44842028,Telecommunications,800000,436700000,530,53.22,5.32,0.1,0.57,0,0.77,0.09,0.524,0.009,-0.02,0.002,9150000,0.95
2229,TFFP,14.08,9.03,DOWN,64713686,Health Care,-35900000,200000,4,0,0,168.08,1.52,0,0,-1.41,0.174,-1.01,0,0,25370000,0
2230,TFSL,17.69,17.92,UP,3944993338,Finance,63500000,375100000,1005,59.52,0,10.18,2.08,178.43,0,0.23,0.9,0.036,0.128,0.169,280580000,0.55
2231,TGTX,51,19.35,DOWN,836052146,Health Care,-288500000,7000000,173,0,0,99.24,5.37,0,0.53,-2.17,0.741,-1.361,-1.13,0,134780000,2.12
2232,TH,1.62,3.56,UP,1207581584,Consumer Discretionary,32800000,360800000,823,35.95,2.4,3.21,9.49,44.42,2.85,0.34,0.914,0.317,0.082,0.091,97080000,2.35
2233,THCA,10.91,10.19,DOWN,76645362,Industrials,1300000,0,2,96.48,0,0,3.23,0,0.11,0.11,0.194,0.019,0,0,7390000,0
2234,THFF,38.58,45.16,UP,584870203,Finance,62000000,169900000,883,9.62,0,3.42,1.28,13.95,0,5.02,0.749,0.113,0.22,0.359,12250000,0.61
2235,THMO,2.19,1.05,DOWN,3088286,Industrials,-9000000,11300000,39,0,0,0.38,0.21,0,1.02,-0.73,0.017,-1.982,0,-0.801,46000000,2.23
2236,THRM,63.46,86.56,UP,1940467826,Consumer Discretionary,54600000,1020000000,10474,41.35,1.65,2.14,3.46,41.77,0.06,1.63,0,0.084,0.137,0.053,33120000,1.26
2237,THRY,13.78,41.51,UP,709422388,Industrials,132200000,1180000000,2630,5.08,0,0.52,1.51,4.94,1.31,3.57,0.931,0.381,0.179,0.112,34440000,0
2238,THTX,2.5,3.03,UP,187429029,Health Care,0,77390000,87,0,0,2.27,0,0,0,-0.37,0.2684,0,0,0,95140000,0
2239,TIGO,27.28,20.04,DOWN,1866118800,Telecommunications,688000000,5290000000,20687,1.83,0,0.39,0.61,4.91,0,6.84,0.154,0,0.035,0,172100000,0.93
2240,TIGR,8.66,4.94,DOWN,571858543,Finance,8400000,229100000,1134,80.64,0,2.53,1.32,0,0.35,0.05,0.056,0.019,0.022,0.037,152920000,1.09
2241,TIPT,4.94,13.56,UP,448039856,Finance,-21800000,1270000000,1472,0,0,0.35,1.12,1.32,0.71,-0.62,0.334,-0.057,0.057,-0.017,35230000,1.11
2242,TLRY,9,7.28,DOWN,1860429411,Health Care,-508600000,613600000,1800,0,0,3.84,0.46,0,0.14,-0.97,0.116,-0.113,-0.121,-0.829,611400000,2.66
2243,TLS,33.27,15.65,DOWN,719875514,Technology,-36900000,240100000,849,0,0,0.98,1.34,14.78,0.08,-0.55,0.627,-0.211,-0.213,-0.154,67880000,0
2244,TLSA,5.11,0.96,DOWN,70568104,Health Care,-23400000,0,14,0,0,0,1.48,0,0,-0.24,0.052,-0.736,0,0,97930000,0.62
2245,TMDX,19,19.45,UP,1536504043,Health Care,-47700000,51400000,148,0,0,32.03,28.53,0,0.7,-1.71,0.821,-0.742,-0.383,-0.928,31760000,1.55
2246,TMUS,132.43,116.51,DOWN,1.88E+11,Telecommunications,1530000000,80080000000,75000,121.74,2.17,2.3,2.66,95.42,1.15,1.22,0.432,0.022,0.044,0.019,1250000000,0.54
2247,TNDM,93.49,151.88,UP,3613727599,Health Care,-13200000,765800000,2000,0,0,3.03,5.13,45.54,0.63,-0.21,0.99,-0.031,0.031,-0.017,64080000,0.98
2248,TNGX,11.37,10.86,DOWN,713785094,Health Care,-91700000,24000000,103,0,0,28.59,2.23,0,0,-1.1,0.805,-0.276,-0.17,0,87840000,0
2249,TNXP,22.88,11.64,DOWN,25975204,Health Care,-101900000,0,73,0,0,0,0.04,0,0,-6.55,0.084,-0.459,0,0,55750000,1.67
2250,TOI,10.87,9.09,DOWN,336653487,Health Care,-1900000,220700000,605,0,0,1.11,1.82,0,0,-0.03,0.73,-0.025,-0.385,-0.009,73000000,0
2251,TOPS,24.6,17.35,DOWN,185218670,Consumer Discretionary,-8500000,69900000,1,0,0,0.13,0.08,0,2.76,-3.83,0.048,-0.082,-0.008,-0.121,3540000,0.46
2252,TOWN,23.12,31.45,UP,2388250753,Finance,182500000,475500000,2617,12.66,0,4.82,1.25,4.46,0.27,2.51,0.578,0.102,0.17,0.404,72560000,1.03
2253,TPIC,56.31,14.69,DOWN,367650126,Technology,-174000000,1710000000,14000,0,0,0.21,3.61,0,0.54,-4.41,0.92,-1.365,-0.633,-0.102,41970000,1.61
2254,TPST,30.9,5.46,DOWN,20108392,Health Care,-33500000,0,17,0,0,0,0.48,0,0.44,-4.3,0.722,-0.932,0,0,11570000,0.51
2255,TREE,273.6,121.91,DOWN,322462693,Finance,25200000,1100000000,1407,12.32,0,0.26,0.81,4.16,2.33,1.81,0.824,0.063,-0.003,0.022,12720000,1.71
2256,TRHC,41.88,14.73,DOWN,99097657,Health Care,-71600000,312000000,1602,0,0,0.27,0,4.1,0,-3.03,0.716,-3.049,-0.173,-0.373,23960000,1.66
2257,TRIB,3.61,1.43,DOWN,44204781,Health Care,-13000000,86100000,477,0,0,0.31,0,16.43,0,-0.62,0.349,8.271,0.069,-0.151,20900000,1.33
2258,TRMB,66.29,87.5,UP,14884210822,Industrials,517600000,3760000000,11931,26.4,2.64,3.57,3.46,28.59,0.33,2.05,0.96,0.132,0.091,0.138,249200000,1.57
2259,TRMD,7.34,7.99,UP,2220303094,Consumer Discretionary,0,892530000,439,24.55,0,2.6,1.89,0,0,1.15,0.7613,0,0,0,82130000,0
2260,TRMK,27.04,32.48,UP,2234759006,Finance,132200000,471700000,2692,17.19,2.46,4.75,1.43,9.16,0.12,2.14,0.686,0.074,0.215,0.264,61380000,0.87
2261,TRNS,34.17,93.4,UP,631505098,Technology,10800000,211800000,918,52.97,2.12,3.07,6.31,87.78,0.58,1.42,0.897,0.134,0.092,0.054,7540000,0.77
2262,TROO,1.45,5.33,UP,191512226,Technology,-8400000,3700000,19,0,0,54.44,3.21,16.93,0,-0.08,0.003,-0.099,-0.139,0,101780000,1.57
2263,TROW,147.69,198.14,UP,23963937380,Finance,1980000000,6930000000,7529,12.3,0,3.44,2.71,15.49,0,8.71,0.797,0.221,0.312,0.286,225300000,1.26
2264,TRST,33.2,33.18,DOWN,710258560,Finance,70600000,176300000,844,10.01,2,4.02,1.19,25.11,0,3.68,0.677,0.109,0.242,0.366,19150000,0.96
2265,TRUE,4.33,3.4,DOWN,163127045,Technology,-46300000,186600000,428,0,0,0.74,0.53,0,0,-0.49,0.945,-0.145,-0.102,-0.247,91020000,1.24
2266,TRUP,114.44,130.73,UP,2049532552,Health Care,-36300000,801500000,1131,0,0,2.49,6.11,0,0.17,-0.9,0.998,-0.111,-0.106,-0.045,40740000,1.79
2267,TRVG,2.27,2.07,DOWN,357799322,Technology,-49200000,468600000,809,0,0,0.82,0.72,4.34,0,-0.14,0.373,0,-0.004,0,360610000,1.48
2268,TRVI,2.65,0.76,DOWN,120027740,Health Care,-31200000,0,24,0,0,0,1.27,0,0.2,-1.06,0.644,-1.253,0,0,58320000,0.76
2269,TRVN,2.11,0.6,DOWN,30550503,Health Care,-59100000,200000,43,0,0,104.55,0.56,0,0.38,-0.36,0.125,-1.038,-0.804,0,173680000,1.86
2270,TSBK,24.3,27.69,UP,247573437,Finance,22600000,55300000,276,12.54,0.96,4.91,1.3,13.32,0,2.68,0.558,0.113,0.218,0.432,8280000,0.93
2271,TSCO,139.71,236.72,UP,24412249354,Consumer Discretionary,1040000000,13520000000,22000,22.09,2.1,1.66,11.86,227.68,0.54,9.21,0.88,0.519,0.338,0.074,111590000,0.91
2272,TSEM,26,39.19,UP,4697644766,Technology,175700000,1580000000,5887,25.07,1.67,2.75,2.59,24.55,0.17,1.59,0.602,0.124,0.086,0.128,109280000,0.95
2273,TSHA,26.17,11.74,DOWN,82452949,Health Care,-185600000,0,178,0,0,0,2.33,0,0,-4.83,0.266,-2.325,0,0,40140000,0
2274,TSLA,243.26,356.78,UP,7.19E+11,Consumer Discretionary,11190000000,74860000000,99290,54.71,1.14,7.48,14.02,34.96,0.09,3.25,0.439,0.318,0.157,0.149,3150000000,1.97
2275,TSRI,6.49,9.07,UP,15246755,Technology,1000000,100600000,632,15.46,0,0.15,1.04,0,0,0.47,0.152,0.073,0.487,0.01,2150000,0.9
2276,TTCF,23.53,15.63,DOWN,121454696,Consumer Staples,-69800000,240000000,600,0,0,1.44,1.92,0,0.05,-0.85,0.168,-0.341,-0.379,-0.291,82280000,0.61
2277,TTD,77.34,94.27,UP,25901959368,Technology,33800000,1390000000,1967,604.39,37.77,14.06,10.9,40.51,0,0.07,0.772,0.022,0.092,0.024,486310000,1.74
2278,TTEC,72.01,92.21,UP,2096089057,Technology,101800000,2370000000,59000,18.64,2.44,0.8,3.52,20.71,0,2.15,0.391,0.196,0.127,0.043,47050000,0.96
2279,TTEK,114.17,168.87,UP,7483548244,Consumer Discretionary,263100000,2810000000,21000,28.69,5.86,2.62,6.16,24.71,0.22,4.84,0.935,0.214,0.169,0.094,53510000,0.91
2280,TTGT,59.25,96.95,UP,1911044300,Technology,13600000,293800000,1000,154.07,9.39,5.06,6.29,17.96,0,0.33,0.996,0.06,0.036,0.046,29570000,0.99
2281,TTMI,13.75,14.82,UP,1572769646,Technology,74400000,2360000000,16100,19.34,0.97,0.59,0.94,13.05,0.64,0.71,0.981,0.051,0.04,0.031,101270000,1.47
2282,TTNP,3.23,1.06,DOWN,15360678,Health Care,-9500000,700000,11,0,0,19.87,2.31,0,0,-0.87,0.124,-1.445,-1.705,0,13690000,1.09
2283,TTOO,66.5,25.25,DOWN,13018697,Health Care,-60600000,27600000,182,0,0,0.45,0,0,0,-17.82,0.056,3.088,-1.231,0,7050000,0.2
2284,TTSH,4.19,7.07,UP,205893199,Consumer Discretionary,14400000,392500000,1247,13.56,0.68,0.5,1.46,0,0.04,0.28,0.419,0.108,0.121,0.037,50890000,1.51
